subject_ru,levels,type,topic_ru,topic_kz,prompt_ru,prompt_kz,options_ru,options_kz,correct_option_ids,sample_answer_ru,sample_answer_kz,keywords_ru,keywords_kz,explanation_ru,explanation_kz
Геометрия,hard,single_choice,Признаки равенства треугольников,Үшбұрыш теңдігі белгілері,Какое условие является достаточным признаком равенства треугольников?,Үшбұрыштардың теңдігінің жеткілікті белгісі қайсысы?,По двум сторонам и углу между ними|По одному углу|По одной стороне|По одной высоте,Екі қабырға және олардың арасындағы бұрыш бойынша|Бір бұрыш бойынша|Бір қабырға бойынша|Бір биіктік бойынша,1,,,,,SAS — классический признак равенства треугольников.,SAS — үшбұрыш теңдігінің негізгі белгісі.
Геометрия,hard,single_choice,Тригонометрия в геометрии,Геометриядағы тригонометрия,Какая формула выражает площадь треугольника через две стороны и угол между ними?,Екі қабырға және олардың арасындағы бұрыш арқылы үшбұрыш ауданының формуласы қайсы?,S = a·b·γ|S = 1/2·(a+b)|S = ab·sin(γ)|S = 1/2·ab·sin(γ),S = a·b·γ|S = 1/2·(a+b)|S = ab·sin(γ)|S = 1/2·ab·sin(γ),4,,,,,Формула площади: S=1/2 ab sinγ.,Аудан формуласы: S=1/2 ab sinγ.
Геометрия,hard,single_choice,Подобие фигур,Фигура ұқсастығы,Во сколько раз площадь фигуры увеличится при подобии с коэффициентом 8?,Ұқсастық коэффициенті 8 болғанда фигура ауданы неше есе артады?,8|64|9|16,8|64|9|16,2,,,,,Площади подобных фигур относятся как квадрат коэффициента подобия.,Ұқсас фигуралардың аудандары ұқсастық коэффициентінің квадратына пропорционал.
Геометрия,hard,single_choice,Признаки равенства треугольников,Үшбұрыш теңдігі белгілері,Какое условие является достаточным признаком равенства треугольников?,Үшбұрыштардың теңдігінің жеткілікті белгісі қайсысы?,По одному углу|По одной стороне|По двум сторонам и углу между ними|По одной высоте,Бір бұрыш бойынша|Бір қабырға бойынша|Екі қабырға және олардың арасындағы бұрыш бойынша|Бір биіктік бойынша,3,,,,,SAS — классический признак равенства треугольников.,SAS — үшбұрыш теңдігінің негізгі белгісі.
Геометрия,hard,single_choice,Тригонометрия в геометрии,Геометриядағы тригонометрия,Какая формула выражает площадь треугольника через две стороны и угол между ними?,Екі қабырға және олардың арасындағы бұрыш арқылы үшбұрыш ауданының формуласы қайсы?,S = 1/2·ab·sin(γ)|S = a·b·γ|S = 1/2·(a+b)|S = ab·sin(γ),S = 1/2·ab·sin(γ)|S = a·b·γ|S = 1/2·(a+b)|S = ab·sin(γ),1,,,,,Формула площади: S=1/2 ab sinγ.,Аудан формуласы: S=1/2 ab sinγ.
Геометрия,hard,single_choice,Подобие фигур,Фигура ұқсастығы,Во сколько раз площадь фигуры увеличится при подобии с коэффициентом 5?,Ұқсастық коэффициенті 5 болғанда фигура ауданы неше есе артады?,25|6|5|10,25|6|5|10,1,,,,,Площади подобных фигур относятся как квадрат коэффициента подобия.,Ұқсас фигуралардың аудандары ұқсастық коэффициентінің квадратына пропорционал.
Геометрия,hard,single_choice,Признаки равенства треугольников,Үшбұрыш теңдігі белгілері,Какое условие является достаточным признаком равенства треугольников?,Үшбұрыштардың теңдігінің жеткілікті белгісі қайсысы?,По одной стороне|По одному углу|По одной высоте|По двум сторонам и углу между ними,Бір қабырға бойынша|Бір бұрыш бойынша|Бір биіктік бойынша|Екі қабырға және олардың арасындағы бұрыш бойынша,4,,,,,SAS — классический признак равенства треугольников.,SAS — үшбұрыш теңдігінің негізгі белгісі.
Геометрия,hard,single_choice,Тригонометрия в геометрии,Геометриядағы тригонометрия,Какая формула выражает площадь треугольника через две стороны и угол между ними?,Екі қабырға және олардың арасындағы бұрыш арқылы үшбұрыш ауданының формуласы қайсы?,S = a·b·γ|S = 1/2·(a+b)|S = 1/2·ab·sin(γ)|S = ab·sin(γ),S = a·b·γ|S = 1/2·(a+b)|S = 1/2·ab·sin(γ)|S = ab·sin(γ),3,,,,,Формула площади: S=1/2 ab sinγ.,Аудан формуласы: S=1/2 ab sinγ.
Геометрия,hard,single_choice,Подобие фигур,Фигура ұқсастығы,Во сколько раз площадь фигуры увеличится при подобии с коэффициентом 3?,Ұқсастық коэффициенті 3 болғанда фигура ауданы неше есе артады?,4|9|3|6,4|9|3|6,2,,,,,Площади подобных фигур относятся как квадрат коэффициента подобия.,Ұқсас фигуралардың аудандары ұқсастық коэффициентінің квадратына пропорционал.
Геометрия,hard,single_choice,Признаки равенства треугольников,Үшбұрыш теңдігі белгілері,Какое условие является достаточным признаком равенства треугольников?,Үшбұрыштардың теңдігінің жеткілікті белгісі қайсысы?,По одному углу|По двум сторонам и углу между ними|По одной стороне|По одной высоте,Бір бұрыш бойынша|Екі қабырға және олардың арасындағы бұрыш бойынша|Бір қабырға бойынша|Бір биіктік бойынша,2,,,,,SAS — классический признак равенства треугольников.,SAS — үшбұрыш теңдігінің негізгі белгісі.
Геометрия,hard,single_choice,Тригонометрия в геометрии,Геометриядағы тригонометрия,Какая формула выражает площадь треугольника через две стороны и угол между ними?,Екі қабырға және олардың арасындағы бұрыш арқылы үшбұрыш ауданының формуласы қайсы?,S = 1/2·(a+b)|S = 1/2·ab·sin(γ)|S = a·b·γ|S = ab·sin(γ),S = 1/2·(a+b)|S = 1/2·ab·sin(γ)|S = a·b·γ|S = ab·sin(γ),2,,,,,Формула площади: S=1/2 ab sinγ.,Аудан формуласы: S=1/2 ab sinγ.
Геометрия,hard,single_choice,Подобие фигур,Фигура ұқсастығы,Во сколько раз площадь фигуры увеличится при подобии с коэффициентом 2?,Ұқсастық коэффициенті 2 болғанда фигура ауданы неше есе артады?,4|4|2|3,4|4|2|3,2,,,,,Площади подобных фигур относятся как квадрат коэффициента подобия.,Ұқсас фигуралардың аудандары ұқсастық коэффициентінің квадратына пропорционал.
Физика,easy,single_choice,Механика,Механика,Тело прошло 321 м за 7 с. Найдите скорость (м/с).,Дене 7 с ішінде 321 м жүрді. Жылдамдықты табыңыз (м/с).,45.86|0.02|40.12|2247,45.86|0.02|40.12|2247,1,,,,,Скорость вычисляется как v=s/t.,Жылдамдық v=s/t формуласымен есептеледі.
Физика,easy,single_choice,Единицы СИ,SI бірліктері,Какая физическая величина измеряется в ньютонах?,Ньютонмен қандай физикалық шама өлшенеді?,Сила|Давление|Мощность|Работа,Күш|Қысым|Қуат|Жұмыс,1,,,,,Ньютон — единица силы в СИ.,Ньютон — SI жүйесіндегі күш бірлігі.
Физика,easy,single_choice,Механика,Механика,Тело прошло 205 м за 25 с. Найдите скорость (м/с).,Дене 25 с ішінде 205 м жүрді. Жылдамдықты табыңыз (м/с).,5125|0.12|7.88|8.20,5125|0.12|7.88|8.20,4,,,,,Скорость вычисляется как v=s/t.,Жылдамдық v=s/t формуласымен есептеледі.
Физика,easy,single_choice,Единицы СИ,SI бірліктері,Какая физическая величина измеряется в ньютонах?,Ньютонмен қандай физикалық шама өлшенеді?,Сила|Давление|Мощность|Работа,Күш|Қысым|Қуат|Жұмыс,1,,,,,Ньютон — единица силы в СИ.,Ньютон — SI жүйесіндегі күш бірлігі.
Физика,easy,single_choice,Механика,Механика,Тело прошло 328 м за 10 с. Найдите скорость (м/с).,Дене 10 с ішінде 328 м жүрді. Жылдамдықты табыңыз (м/с).,0.03|32.80|3280|29.82,0.03|32.80|3280|29.82,2,,,,,Скорость вычисляется как v=s/t.,Жылдамдық v=s/t формуласымен есептеледі.
Физика,easy,single_choice,Единицы СИ,SI бірліктері,Какая физическая величина измеряется в ньютонах?,Ньютонмен қандай физикалық шама өлшенеді?,Работа|Сила|Мощность|Давление,Жұмыс|Күш|Қуат|Қысым,2,,,,,Ньютон — единица силы в СИ.,Ньютон — SI жүйесіндегі күш бірлігі.
Физика,easy,single_choice,Механика,Механика,Тело прошло 434 м за 24 с. Найдите скорость (м/с).,Дене 24 с ішінде 434 м жүрді. Жылдамдықты табыңыз (м/с).,0.06|18.08|17.36|10416,0.06|18.08|17.36|10416,2,,,,,Скорость вычисляется как v=s/t.,Жылдамдық v=s/t формуласымен есептеледі.
Физика,easy,single_choice,Единицы СИ,SI бірліктері,Какая физическая величина измеряется в ньютонах?,Ньютонмен қандай физикалық шама өлшенеді?,Давление|Сила|Работа|Мощность,Қысым|Күш|Жұмыс|Қуат,2,,,,,Ньютон — единица силы в СИ.,Ньютон — SI жүйесіндегі күш бірлігі.
Физика,easy,single_choice,Механика,Механика,Тело прошло 54 м за 12 с. Найдите скорость (м/с).,Дене 12 с ішінде 54 м жүрді. Жылдамдықты табыңыз (м/с).,4.15|0.22|648|4.50,4.15|0.22|648|4.50,4,,,,,Скорость вычисляется как v=s/t.,Жылдамдық v=s/t формуласымен есептеледі.
Физика,easy,single_choice,Единицы СИ,SI бірліктері,Какая физическая величина измеряется в ньютонах?,Ньютонмен қандай физикалық шама өлшенеді?,Давление|Сила|Работа|Мощность,Қысым|Күш|Жұмыс|Қуат,2,,,,,Ньютон — единица силы в СИ.,Ньютон — SI жүйесіндегі күш бірлігі.
Физика,easy,single_choice,Механика,Механика,Тело прошло 147 м за 25 с. Найдите скорость (м/с).,Дене 25 с ішінде 147 м жүрді. Жылдамдықты табыңыз (м/с).,5.88|3675|5.65|0.17,5.88|3675|5.65|0.17,1,,,,,Скорость вычисляется как v=s/t.,Жылдамдық v=s/t формуласымен есептеледі.
Физика,easy,single_choice,Единицы СИ,SI бірліктері,Какая физическая величина измеряется в ньютонах?,Ньютонмен қандай физикалық шама өлшенеді?,Работа|Сила|Давление|Мощность,Жұмыс|Күш|Қысым|Қуат,2,,,,,Ньютон — единица силы в СИ.,Ньютон — SI жүйесіндегі күш бірлігі.
Физика,easy,single_choice,Механика,Механика,Тело прошло 286 м за 25 с. Найдите скорость (м/с).,Дене 25 с ішінде 286 м жүрді. Жылдамдықты табыңыз (м/с).,0.09|7150|11.44|11,0.09|7150|11.44|11,3,,,,,Скорость вычисляется как v=s/t.,Жылдамдық v=s/t формуласымен есептеледі.
Физика,easy,single_choice,Единицы СИ,SI бірліктері,Какая физическая величина измеряется в ньютонах?,Ньютонмен қандай физикалық шама өлшенеді?,Работа|Давление|Сила|Мощность,Жұмыс|Қысым|Күш|Қуат,3,,,,,Ньютон — единица силы в СИ.,Ньютон — SI жүйесіндегі күш бірлігі.
Физика,easy,single_choice,Механика,Механика,Тело прошло 398 м за 18 с. Найдите скорость (м/с).,Дене 18 с ішінде 398 м жүрді. Жылдамдықты табыңыз (м/с).,7164|0.05|22.11|20.95,7164|0.05|22.11|20.95,3,,,,,Скорость вычисляется как v=s/t.,Жылдамдық v=s/t формуласымен есептеледі.
Физика,easy,single_choice,Единицы СИ,SI бірліктері,Какая физическая величина измеряется в ньютонах?,Ньютонмен қандай физикалық шама өлшенеді?,Давление|Работа|Мощность|Сила,Қысым|Жұмыс|Қуат|Күш,4,,,,,Ньютон — единица силы в СИ.,Ньютон — SI жүйесіндегі күш бірлігі.
Физика,easy,single_choice,Механика,Механика,Тело прошло 286 м за 13 с. Найдите скорость (м/с).,Дене 13 с ішінде 286 м жүрді. Жылдамдықты табыңыз (м/с).,20.43|22|3718|0.05,20.43|22|3718|0.05,2,,,,,Скорость вычисляется как v=s/t.,Жылдамдық v=s/t формуласымен есептеледі.
Физика,easy,single_choice,Единицы СИ,SI бірліктері,Какая физическая величина измеряется в ньютонах?,Ньютонмен қандай физикалық шама өлшенеді?,Сила|Давление|Мощность|Работа,Күш|Қысым|Қуат|Жұмыс,1,,,,,Ньютон — единица силы в СИ.,Ньютон — SI жүйесіндегі күш бірлігі.
Физика,easy,single_choice,Механика,Механика,Тело прошло 370 м за 8 с. Найдите скорость (м/с).,Дене 8 с ішінде 370 м жүрді. Жылдамдықты табыңыз (м/с).,0.02|2960|41.11|46.25,0.02|2960|41.11|46.25,4,,,,,Скорость вычисляется как v=s/t.,Жылдамдық v=s/t формуласымен есептеледі.
Физика,easy,single_choice,Единицы СИ,SI бірліктері,Какая физическая величина измеряется в ньютонах?,Ньютонмен қандай физикалық шама өлшенеді?,Сила|Работа|Давление|Мощность,Күш|Жұмыс|Қысым|Қуат,1,,,,,Ньютон — единица силы в СИ.,Ньютон — SI жүйесіндегі күш бірлігі.
Физика,easy,single_choice,Механика,Механика,Тело прошло 85 м за 18 с. Найдите скорость (м/с).,Дене 18 с ішінде 85 м жүрді. Жылдамдықты табыңыз (м/с).,4.47|0.21|1530|4.72,4.47|0.21|1530|4.72,4,,,,,Скорость вычисляется как v=s/t.,Жылдамдық v=s/t формуласымен есептеледі.
Физика,easy,single_choice,Единицы СИ,SI бірліктері,Какая физическая величина измеряется в ньютонах?,Ньютонмен қандай физикалық шама өлшенеді?,Давление|Работа|Сила|Мощность,Қысым|Жұмыс|Күш|Қуат,3,,,,,Ньютон — единица силы в СИ.,Ньютон — SI жүйесіндегі күш бірлігі.
Физика,easy,single_choice,Механика,Механика,Тело прошло 127 м за 7 с. Найдите скорость (м/с).,Дене 7 с ішінде 127 м жүрді. Жылдамдықты табыңыз (м/с).,889|15.88|0.06|18.14,889|15.88|0.06|18.14,4,,,,,Скорость вычисляется как v=s/t.,Жылдамдық v=s/t формуласымен есептеледі.
Физика,easy,single_choice,Единицы СИ,SI бірліктері,Какая физическая величина измеряется в ньютонах?,Ньютонмен қандай физикалық шама өлшенеді?,Работа|Мощность|Сила|Давление,Жұмыс|Қуат|Күш|Қысым,3,,,,,Ньютон — единица силы в СИ.,Ньютон — SI жүйесіндегі күш бірлігі.
Физика,easy,single_choice,Механика,Механика,Тело прошло 300 м за 9 с. Найдите скорость (м/с).,Дене 9 с ішінде 300 м жүрді. Жылдамдықты табыңыз (м/с).,0.03|33.33|30|2700,0.03|33.33|30|2700,2,,,,,Скорость вычисляется как v=s/t.,Жылдамдық v=s/t формуласымен есептеледі.
Физика,easy,single_choice,Единицы СИ,SI бірліктері,Какая физическая величина измеряется в ньютонах?,Ньютонмен қандай физикалық шама өлшенеді?,Мощность|Сила|Давление|Работа,Қуат|Күш|Қысым|Жұмыс,2,,,,,Ньютон — единица силы в СИ.,Ньютон — SI жүйесіндегі күш бірлігі.
Физика,easy,single_choice,Механика,Механика,Тело прошло 356 м за 11 с. Найдите скорость (м/с).,Дене 11 с ішінде 356 м жүрді. Жылдамдықты табыңыз (м/с).,0.03|32.36|3916|29.67,0.03|32.36|3916|29.67,2,,,,,Скорость вычисляется как v=s/t.,Жылдамдық v=s/t формуласымен есептеледі.
Физика,easy,single_choice,Единицы СИ,SI бірліктері,Какая физическая величина измеряется в ньютонах?,Ньютонмен қандай физикалық шама өлшенеді?,Давление|Сила|Работа|Мощность,Қысым|Күш|Жұмыс|Қуат,2,,,,,Ньютон — единица силы в СИ.,Ньютон — SI жүйесіндегі күш бірлігі.
Физика,easy,single_choice,Механика,Механика,Тело прошло 266 м за 25 с. Найдите скорость (м/с).,Дене 25 с ішінде 266 м жүрді. Жылдамдықты табыңыз (м/с).,10.64|0.09|10.23|6650,10.64|0.09|10.23|6650,1,,,,,Скорость вычисляется как v=s/t.,Жылдамдық v=s/t формуласымен есептеледі.
Физика,easy,single_choice,Единицы СИ,SI бірліктері,Какая физическая величина измеряется в ньютонах?,Ньютонмен қандай физикалық шама өлшенеді?,Мощность|Сила|Давление|Работа,Қуат|Күш|Қысым|Жұмыс,2,,,,,Ньютон — единица силы в СИ.,Ньютон — SI жүйесіндегі күш бірлігі.
Физика,easy,single_choice,Механика,Механика,Тело прошло 260 м за 12 с. Найдите скорость (м/с).,Дене 12 с ішінде 260 м жүрді. Жылдамдықты табыңыз (м/с).,20|21.67|3120|0.05,20|21.67|3120|0.05,2,,,,,Скорость вычисляется как v=s/t.,Жылдамдық v=s/t формуласымен есептеледі.
Физика,easy,single_choice,Единицы СИ,SI бірліктері,Какая физическая величина измеряется в ньютонах?,Ньютонмен қандай физикалық шама өлшенеді?,Давление|Работа|Мощность|Сила,Қысым|Жұмыс|Қуат|Күш,4,,,,,Ньютон — единица силы в СИ.,Ньютон — SI жүйесіндегі күш бірлігі.
Физика,easy,single_choice,Механика,Механика,Тело прошло 124 м за 13 с. Найдите скорость (м/с).,Дене 13 с ішінде 124 м жүрді. Жылдамдықты табыңыз (м/с).,9.54|8.86|1612|0.10,9.54|8.86|1612|0.10,1,,,,,Скорость вычисляется как v=s/t.,Жылдамдық v=s/t формуласымен есептеледі.
Физика,easy,single_choice,Единицы СИ,SI бірліктері,Какая физическая величина измеряется в ньютонах?,Ньютонмен қандай физикалық шама өлшенеді?,Давление|Сила|Мощность|Работа,Қысым|Күш|Қуат|Жұмыс,2,,,,,Ньютон — единица силы в СИ.,Ньютон — SI жүйесіндегі күш бірлігі.
Физика,medium,single_choice,Законы Ньютона,Ньютон заңдары,"Масса тела 9 кг, ускорение 1 м/с². Найдите силу.","Дене массасы 9 кг, үдеуі 1 м/с². Күшті табыңыз.",8|9|10|9,8|9|10|9,2,,,,,По второму закону Ньютона F=ma.,Ньютонның екінші заңы: F=ma.
Физика,medium,single_choice,Электричество,Электр тогы,"Напряжение 20 В, сопротивление 3 Ом. Найдите ток (А).","Кернеу 20 В, кедергі 3 Ом. Токты табыңыз (А).",60|5|6.67|0.15,60|5|6.67|0.15,3,,,,,По закону Ома I=U/R.,Ом заңы бойынша I=U/R.
Физика,medium,single_choice,Тепловые явления,Жылулық құбылыстар,"Найдите массу вещества, если Q=603 Дж, c=900 Дж/(кг·°C), Δt=19°C.","Q=603 Дж, c=900 Дж/(кг·°C), Δt=19°C болса, зат массасын табыңыз.",0.004|1.035|0.035|0.353,0.004|1.035|0.035|0.353,3,,,,,Из формулы Q=cmΔt получаем m=Q/(cΔt).,Q=cmΔt формуласынан m=Q/(cΔt) табамыз.
Физика,medium,single_choice,Законы Ньютона,Ньютон заңдары,"Масса тела 3 кг, ускорение 8 м/с². Найдите силу.","Дене массасы 3 кг, үдеуі 8 м/с². Күшті табыңыз.",192|16|24|11,192|16|24|11,3,,,,,По второму закону Ньютона F=ma.,Ньютонның екінші заңы: F=ma.
Физика,medium,single_choice,Электричество,Электр тогы,"Напряжение 42 В, сопротивление 19 Ом. Найдите ток (А).","Кернеу 42 В, кедергі 19 Ом. Токты табыңыз (А).",2.10|798|2.21|0.45,2.10|798|2.21|0.45,3,,,,,По закону Ома I=U/R.,Ом заңы бойынша I=U/R.
Физика,medium,single_choice,Тепловые явления,Жылулық құбылыстар,"Найдите массу вещества, если Q=499 Дж, c=900 Дж/(кг·°C), Δt=17°C.","Q=499 Дж, c=900 Дж/(кг·°C), Δt=17°C болса, зат массасын табыңыз.",1.033|0.003|0.326|0.033,1.033|0.003|0.326|0.033,4,,,,,Из формулы Q=cmΔt получаем m=Q/(cΔt).,Q=cmΔt формуласынан m=Q/(cΔt) табамыз.
Физика,medium,single_choice,Законы Ньютона,Ньютон заңдары,"Масса тела 9 кг, ускорение 5 м/с². Найдите силу.","Дене массасы 9 кг, үдеуі 5 м/с². Күшті табыңыз.",45|14|225|40,45|14|225|40,1,,,,,По второму закону Ньютона F=ma.,Ньютонның екінші заңы: F=ma.
Физика,medium,single_choice,Электричество,Электр тогы,"Напряжение 22 В, сопротивление 1 Ом. Найдите ток (А).","Кернеу 22 В, кедергі 1 Ом. Токты табыңыз (А).",22|0.05|11|22,22|0.05|11|22,1,,,,,По закону Ома I=U/R.,Ом заңы бойынша I=U/R.
Физика,medium,single_choice,Тепловые явления,Жылулық құбылыстар,"Найдите массу вещества, если Q=238 Дж, c=4200 Дж/(кг·°C), Δt=17°C.","Q=238 Дж, c=4200 Дж/(кг·°C), Δt=17°C болса, зат массасын табыңыз.",1.003|0.033|0.000|0.003,1.003|0.033|0.000|0.003,4,,,,,Из формулы Q=cmΔt получаем m=Q/(cΔt).,Q=cmΔt формуласынан m=Q/(cΔt) табамыз.
Физика,medium,single_choice,Законы Ньютона,Ньютон заңдары,"Масса тела 11 кг, ускорение 8 м/с². Найдите силу.","Дене массасы 11 кг, үдеуі 8 м/с². Күшті табыңыз.",704|80|19|88,704|80|19|88,4,,,,,По второму закону Ньютона F=ma.,Ньютонның екінші заңы: F=ma.
Физика,medium,single_choice,Электричество,Электр тогы,"Напряжение 43 В, сопротивление 16 Ом. Найдите ток (А).","Кернеу 43 В, кедергі 16 Ом. Токты табыңыз (А).",2.53|2.69|688|0.37,2.53|2.69|688|0.37,2,,,,,По закону Ома I=U/R.,Ом заңы бойынша I=U/R.
Физика,medium,single_choice,Тепловые явления,Жылулық құбылыстар,"Найдите массу вещества, если Q=661 Дж, c=380 Дж/(кг·°C), Δt=5°C.","Q=661 Дж, c=380 Дж/(кг·°C), Δt=5°C болса, зат массасын табыңыз.",0.348|1.348|0.035|3.479,0.348|1.348|0.035|3.479,1,,,,,Из формулы Q=cmΔt получаем m=Q/(cΔt).,Q=cmΔt формуласынан m=Q/(cΔt) табамыз.
Физика,medium,single_choice,Законы Ньютона,Ньютон заңдары,"Масса тела 8 кг, ускорение 5 м/с². Найдите силу.","Дене массасы 8 кг, үдеуі 5 м/с². Күшті табыңыз.",40|35|13|200,40|35|13|200,1,,,,,По второму закону Ньютона F=ma.,Ньютонның екінші заңы: F=ma.
Физика,medium,single_choice,Электричество,Электр тогы,"Напряжение 43 В, сопротивление 4 Ом. Найдите ток (А).","Кернеу 43 В, кедергі 4 Ом. Токты табыңыз (А).",8.60|0.09|172|10.75,8.60|0.09|172|10.75,4,,,,,По закону Ома I=U/R.,Ом заңы бойынша I=U/R.
Физика,medium,single_choice,Тепловые явления,Жылулық құбылыстар,"Найдите массу вещества, если Q=327 Дж, c=380 Дж/(кг·°C), Δt=12°C.","Q=327 Дж, c=380 Дж/(кг·°C), Δt=12°C болса, зат массасын табыңыз.",0.007|1.072|0.717|0.072,0.007|1.072|0.717|0.072,4,,,,,Из формулы Q=cmΔt получаем m=Q/(cΔt).,Q=cmΔt формуласынан m=Q/(cΔt) табамыз.
Физика,medium,single_choice,Законы Ньютона,Ньютон заңдары,"Масса тела 8 кг, ускорение 5 м/с². Найдите силу.","Дене массасы 8 кг, үдеуі 5 м/с². Күшті табыңыз.",13|35|40|200,13|35|40|200,3,,,,,По второму закону Ньютона F=ma.,Ньютонның екінші заңы: F=ma.
Физика,medium,single_choice,Электричество,Электр тогы,"Напряжение 21 В, сопротивление 7 Ом. Найдите ток (А).","Кернеу 21 В, кедергі 7 Ом. Токты табыңыз (А).",147|3|2.62|0.33,147|3|2.62|0.33,2,,,,,По закону Ома I=U/R.,Ом заңы бойынша I=U/R.
Физика,medium,single_choice,Тепловые явления,Жылулық құбылыстар,"Найдите массу вещества, если Q=400 Дж, c=900 Дж/(кг·°C), Δt=16°C.","Q=400 Дж, c=900 Дж/(кг·°C), Δt=16°C болса, зат массасын табыңыз.",0.028|1.028|0.278|0.003,0.028|1.028|0.278|0.003,1,,,,,Из формулы Q=cmΔt получаем m=Q/(cΔt).,Q=cmΔt формуласынан m=Q/(cΔt) табамыз.
Физика,medium,single_choice,Законы Ньютона,Ньютон заңдары,"Масса тела 18 кг, ускорение 5 м/с². Найдите силу.","Дене массасы 18 кг, үдеуі 5 м/с². Күшті табыңыз.",85|90|23|450,85|90|23|450,2,,,,,По второму закону Ньютона F=ma.,Ньютонның екінші заңы: F=ma.
Физика,medium,single_choice,Электричество,Электр тогы,"Напряжение 56 В, сопротивление 18 Ом. Найдите ток (А).","Кернеу 56 В, кедергі 18 Ом. Токты табыңыз (А).",1008|2.95|3.11|0.32,1008|2.95|3.11|0.32,3,,,,,По закону Ома I=U/R.,Ом заңы бойынша I=U/R.
Физика,medium,single_choice,Тепловые явления,Жылулық құбылыстар,"Найдите массу вещества, если Q=367 Дж, c=900 Дж/(кг·°C), Δt=15°C.","Q=367 Дж, c=900 Дж/(кг·°C), Δt=15°C болса, зат массасын табыңыз.",1.027|0.003|0.272|0.027,1.027|0.003|0.272|0.027,4,,,,,Из формулы Q=cmΔt получаем m=Q/(cΔt).,Q=cmΔt формуласынан m=Q/(cΔt) табамыз.
Физика,medium,single_choice,Законы Ньютона,Ньютон заңдары,"Масса тела 9 кг, ускорение 2 м/с². Найдите силу.","Дене массасы 9 кг, үдеуі 2 м/с². Күшті табыңыз.",18|16|36|11,18|16|36|11,1,,,,,По второму закону Ньютона F=ma.,Ньютонның екінші заңы: F=ma.
Физика,medium,single_choice,Электричество,Электр тогы,"Напряжение 38 В, сопротивление 10 Ом. Найдите ток (А).","Кернеу 38 В, кедергі 10 Ом. Токты табыңыз (А).",3.80|3.45|380|0.26,3.80|3.45|380|0.26,1,,,,,По закону Ома I=U/R.,Ом заңы бойынша I=U/R.
Физика,medium,single_choice,Тепловые явления,Жылулық құбылыстар,"Найдите массу вещества, если Q=115 Дж, c=4200 Дж/(кг·°C), Δt=8°C.","Q=115 Дж, c=4200 Дж/(кг·°C), Δt=8°C болса, зат массасын табыңыз.",0.034|0.003|1.003|0.000,0.034|0.003|1.003|0.000,2,,,,,Из формулы Q=cmΔt получаем m=Q/(cΔt).,Q=cmΔt формуласынан m=Q/(cΔt) табамыз.
Физика,medium,single_choice,Законы Ньютона,Ньютон заңдары,"Масса тела 2 кг, ускорение 2 м/с². Найдите силу.","Дене массасы 2 кг, үдеуі 2 м/с². Күшті табыңыз.",4|8|4|2,4|8|4|2,1,,,,,По второму закону Ньютона F=ma.,Ньютонның екінші заңы: F=ma.
Физика,medium,single_choice,Электричество,Электр тогы,"Напряжение 50 В, сопротивление 14 Ом. Найдите ток (А).","Кернеу 50 В, кедергі 14 Ом. Токты табыңыз (А).",3.33|3.57|700|0.28,3.33|3.57|700|0.28,2,,,,,По закону Ома I=U/R.,Ом заңы бойынша I=U/R.
Физика,medium,single_choice,Тепловые явления,Жылулық құбылыстар,"Найдите массу вещества, если Q=783 Дж, c=900 Дж/(кг·°C), Δt=12°C.","Q=783 Дж, c=900 Дж/(кг·°C), Δt=12°C болса, зат массасын табыңыз.",0.072|0.007|1.073|0.725,0.072|0.007|1.073|0.725,1,,,,,Из формулы Q=cmΔt получаем m=Q/(cΔt).,Q=cmΔt формуласынан m=Q/(cΔt) табамыз.
Физика,medium,single_choice,Законы Ньютона,Ньютон заңдары,"Масса тела 8 кг, ускорение 9 м/с². Найдите силу.","Дене массасы 8 кг, үдеуі 9 м/с². Күшті табыңыз.",17|63|72|648,17|63|72|648,3,,,,,По второму закону Ньютона F=ma.,Ньютонның екінші заңы: F=ma.
Физика,medium,single_choice,Электричество,Электр тогы,"Напряжение 38 В, сопротивление 10 Ом. Найдите ток (А).","Кернеу 38 В, кедергі 10 Ом. Токты табыңыз (А).",0.26|380|3.45|3.80,0.26|380|3.45|3.80,4,,,,,По закону Ома I=U/R.,Ом заңы бойынша I=U/R.
Физика,medium,single_choice,Тепловые явления,Жылулық құбылыстар,"Найдите массу вещества, если Q=495 Дж, c=900 Дж/(кг·°C), Δt=18°C.","Q=495 Дж, c=900 Дж/(кг·°C), Δt=18°C болса, зат массасын табыңыз.",0.306|1.031|0.003|0.031,0.306|1.031|0.003|0.031,4,,,,,Из формулы Q=cmΔt получаем m=Q/(cΔt).,Q=cmΔt формуласынан m=Q/(cΔt) табамыз.
Физика,medium,single_choice,Законы Ньютона,Ньютон заңдары,"Масса тела 10 кг, ускорение 5 м/с². Найдите силу.","Дене массасы 10 кг, үдеуі 5 м/с². Күшті табыңыз.",45|15|250|50,45|15|250|50,4,,,,,По второму закону Ньютона F=ma.,Ньютонның екінші заңы: F=ma.
Физика,medium,single_choice,Электричество,Электр тогы,"Напряжение 20 В, сопротивление 12 Ом. Найдите ток (А).","Кернеу 20 В, кедергі 12 Ом. Токты табыңыз (А).",1.67|1.54|240|0.60,1.67|1.54|240|0.60,1,,,,,По закону Ома I=U/R.,Ом заңы бойынша I=U/R.
